編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
RPSQMLPJKIMFFBH58CA,,77.97,見其他登記事項,鋼筋混凝土造,106年6月29日,二十一層,
RPSNMLMJKIMFFBH97CA,19,28.59,住家用,鋼筋混凝土造,87年9月2日,九層,四層
RPSNMLMJKIMFFBH97CA,19,4.81,共有部分,鋼筋混凝土造,87年9月2日,九層,
RPSNMLMJKIMFFBH97CA,19,3.17,共有部分,鋼筋混凝土造,87年9月2日,九層,
RPRNMLSKKIMFFCH68CA,2,113.12,見其他登記事項,鋼筋混凝土造,104年11月3日,十二層,八層
RPRNMLSKKIMFFCH68CA,2,83.22,見其他登記事項,鋼筋混凝土造,104年11月3日,十二層,
RPXOMLOJKIMFFBH78CA,25,86.10,住家用,鋼筋混凝土造,81年12月8日,五層,五層
RPXOMLOJKIMFFBH78CA,25,5.90,共有部分,鋼筋混凝土造,81年12月8日,五層,
RPVNMLOLJIMFFCH68CA,38,31.80,住家用,磚造,68年6月7日,一層,一層
RPPNMLOLJIMFFCH08CA,21,.05,見其他登記事項,鋼筋混凝土造,86年1月30日,十四層,地下一層 地下二層
RPPNMLOLJIMFFCH08CA,21,.01,共有部份,鋼筋混凝土造,86年1月30日,十八層,
RPPNMLOLJIMFFCH08CA,21,.00,共有部份,鋼筋混凝土造,86年1月30日,一層,
RPPNMLOLJIMFFCH08CA,20,4.12,見其他登記事項,鋼筋混凝土造,86年6月26日,十五層,地下一層 地下二層 地下三層
RPPNMLOLJIMFFCH08CA,20,.44,見其他登記事項,鋼筋混凝土造,86年6月26日,十八層,
RPPNMLOLJIMFFCH08CA,20,.00,共有部份,鋼筋混凝土造,86年6月26日,一層,
RPPNMLOLJIMFFCH08CA,20,121.28,住家用,鋼筋混凝土造,86年6月26日,十八層,七層
RPPNMLOLJIMFFCH08CA,20,5.85,共有部份,鋼筋混凝土造,86年6月26日,十八層,
RPPNMLOLJIMFFCH08CA,20,1.96,共有部份,鋼筋混凝土造,86年6月26日,十八層,
RPPNMLOLJIMFFCH08CA,20,38.55,見其他登記事項,鋼筋混凝土造,86年6月26日,十八層,
RPPNMLOLJIMFFCH08CA,20,.07,共有部份,鋼筋混凝土造,86年6月26日,一層,
RPWNMLRLJIMFFDH56CA,,300.91,見其他登記事項,鋼筋混凝土造,106年8月22日,三層,一層 二層 三層 見其他登記事項
RPRNMLRLJIMFFDH68CA,8,95.60,農舍,鋼筋混凝土造,98年6月23日,一層,一層
RPWNMLOLJIMFFDH88CA,1,271.85,見其他登記事項,鋼筋混凝土造,105年6月7日,四層,一層 二層 三層 四層 見其他登記事項
RPRNMLOLJIMFFDH38CA,23,88.26,住家用,鋼筋混凝土造,83年8月25日,五層,四層
RPRNMLOLJIMFFDH38CA,23,39.50,共同使用部份,鋼筋混凝土造,83年8月25日,五層,
RPRNMLOLJIMFFDH38CA,23,6.31,共同使用部份,鋼筋混凝土造,83年8月25日,五層,
RPUOMLSLJIMFFDH56CA,1,144.34,住家用,鋼筋混凝土造,105年8月30日,十八層,十六層
RPUOMLSLJIMFFDH56CA,1,71.86,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPUOMLSLJIMFFDH56CA,1,.05,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,一層
RPUOMLSLJIMFFDH56CA,1,70.19,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPVNMLRLJIMFFDH09CA,15,94.93,住家用,鋼筋混凝土造,92年2月19日,十二層,十一層
RPVNMLRLJIMFFDH09CA,15,19.58,見其他登記事項,鋼筋混凝土造,92年2月19日,十四層,
RPVNMLRLJIMFFDH09CA,15,45.07,見其他登記事項,鋼筋混凝土造,92年2月19日,十四層,
RPVOMLSLJIMFFDH66CA,1,179.57,住家用,鋼筋混凝土造,105年8月30日,十八層,九層
RPVOMLSLJIMFFDH66CA,1,89.41,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPVOMLSLJIMFFDH66CA,1,.05,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,一層
RPVOMLSLJIMFFDH66CA,1,68.24,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPRNMLPKKIMFFDH48CA,35,100.00,住家用,加強磚造,71年12月31日,二層,一層 二層
RPQNMLPKKIMFFDH38CA,10,121.81,見其他登記事項,鋼筋混凝土造,96年11月19日,四層,一層 地下層
RPROMLLJKIMFFDH08CA,2,86.32,住家用,鋼筋混凝土造,104年9月25日,十五層,二層
RPROMLLJKIMFFDH08CA,2,69.35,見其他登記事項,鋼筋混凝土造,104年9月25日,十五層,
RPOPMLSLJIMFFDH68CA,1,138.13,住家用,鋼筋混凝土造,105年8月30日,十八層,七層
RPOPMLSLJIMFFDH68CA,1,68.80,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPOPMLSLJIMFFDH68CA,1,.05,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,一層
RPOPMLSLJIMFFDH68CA,1,69.92,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPSOMLSLJIMFFDH98CA,1,138.13,住家用,鋼筋混凝土造,105年8月30日,十八層,九層
RPSOMLSLJIMFFDH98CA,1,68.80,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPSOMLSLJIMFFDH98CA,1,.05,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,一層
RPSOMLSLJIMFFDH98CA,1,70.19,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPTNMLPKKIMFFDH68CA,13,60.44,住家用,鋼筋混凝土造,93年12月28日,九層,九層
RPTNMLPKKIMFFDH68CA,13,10.10,見其他登記事項,鋼筋混凝土造,93年12月28日,九層,
RPTNMLPKKIMFFDH68CA,13,16.56,見其他登記事項,鋼筋混凝土造,93年12月28日,十層,
RPTNMLPKKIMFFDH68CA,13,.08,見其他登記事項,鋼筋混凝土造,93年12月28日,九層,一層
RPTNMLPKKIMFFDH68CA,13,1.80,見其他登記事項,鋼筋混凝土造,93年12月28日,十層,
RPTNMLPKKIMFFDH68CA,13,26.49,見其他登記事項,鋼筋混凝土造,93年12月28日,十層,
RPXOMLSLJIMFFDH86CA,,143.98,住家用,鋼筋混凝土造,105年8月30日,十八層,八層
RPXOMLSLJIMFFDH86CA,,71.59,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPXOMLSLJIMFFDH86CA,,.05,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,一層
RPXOMLSLJIMFFDH86CA,,70.19,見其他登記事項,鋼筋混凝土造,105年8月30日,十八層,
RPSNMLRJKIMFFDH68CA,14,68.51,住家用,鋼筋混凝土造,93年4月21日,十二層,十層
RPSNMLRJKIMFFDH68CA,14,7.16,見其他登記事項,鋼筋混凝土造,93年4月21日,十二層,
RPSNMLRJKIMFFDH68CA,14,15.05,見其他登記事項,鋼筋混凝土造,93年4月21日,十二層,
RPOOMLQJKIMFFDH28CA,,91.59,見其他登記事項,鋼筋混凝土造,106年5月9日,十五層,二層
RPOOMLQJKIMFFDH28CA,,20.11,見其他登記事項,鋼筋混凝土造,106年5月9日,十五層,
RPOOMLQJKIMFFDH28CA,,56.66,見其他登記事項,鋼筋混凝土造,106年5月9日,十五層,
RPSPMLRJKIMFFEH98CA,1,143.70,住家用,鋼筋混凝土造,105年4月15日,十八層,十四層
RPSPMLRJKIMFFEH98CA,1,74.09,共有部份,鋼筋混凝土造,105年4月15日,十八層,
RPSPMLRJKIMFFEH98CA,1,.16,見其他登記事項,鋼筋混凝土造,105年4月15日,十八層,一層
RPSPMLRJKIMFFEH98CA,1,68.84,共有部份,鋼筋混凝土造,105年4月15日,十八層,
RPWNMLNLJIMFFEH88CA,25,90.92,住家用,鋼筋混凝土造,81年10月9日,五層,四層
RPWNMLNLJIMFFEH88CA,25,17.45,共有部份,鋼筋混凝土造,81年10月9日,五層,
RPUPMLRJKIMFFEH56CA,1,187.35,住家用,鋼筋混凝土造,105年4月15日,十八層,十七層
RPUPMLRJKIMFFEH56CA,1,96.50,共有部份,鋼筋混凝土造,105年4月15日,十八層,
RPUPMLRJKIMFFEH56CA,1,.20,見其他登記事項,鋼筋混凝土造,105年4月15日,十八層,一層
RPUPMLRJKIMFFEH56CA,1,84.73,共有部份,鋼筋混凝土造,105年4月15日,十八層,
RPVOMLRJKIMFFDH09CA,6,195.46,見其他登記事項,鋼筋混凝土造,100年10月5日,四層,一層 二層 三層 四層
RPROMLQJKIMFFDH58CA,13,212.85,見其他登記事項,鋼筋混凝土造,94年2月2日,四層,一層 二層 三層 四層 屋頂突出物
RPTPMLRJKIMFFEH09CA,1,143.45,住家用,鋼筋混凝土造,105年4月15日,十八層,十一層
RPTPMLRJKIMFFEH09CA,1,73.93,共有部份,鋼筋混凝土造,105年4月15日,十八層,
RPTPMLRJKIMFFEH09CA,1,.20,見其他登記事項,鋼筋混凝土造,105年4月15日,十八層,一層
RPTPMLRJKIMFFEH09CA,1,84.73,共有部份,鋼筋混凝土造,105年4月15日,十八層,
RPWOMLRLJIMFFEH76CA,24,105.87,工業用,鋼筋混凝土造,83年3月12日,五層,二層
RPWOMLRLJIMFFEH76CA,24,6.83,共有部份,鋼筋混凝土造,83年3月12日,五層,
RPWOMLRLJIMFFEH76CA,24,23.75,共有部份,鋼筋混凝土造,83年3月12日,五層,
RPTNMLOLJIMFFEH68CA,24,166.56,見其他登記事項,鋼筋混凝土造,82年9月1日,四層,一層 二層 三層 四層
RPUPMLRLJIMFFEH66CA,19,26.85,共有部份,鋼筋混凝土造,88年1月22日,十三層,
RPUPMLRLJIMFFEH66CA,19,151.25,住家用,鋼筋混凝土造,88年1月22日,十三層,十二層 十三層
RPUPMLRLJIMFFEH66CA,19,11.38,共有部份,鋼筋混凝土造,88年1月22日,十三層,
RPUPMLRLJIMFFEH66CA,19,42.34,共有部份,鋼筋混凝土造,88年1月22日,十三層,
RPRNMLLJKIMFFEH08CA,14,85.46,住家用,鋼筋混凝土造,93年3月25日,十四層,一層
RPRNMLLJKIMFFEH08CA,14,12.07,共有部份,鋼筋混凝土造,93年3月25日,十四層,
RPRNMLLJKIMFFEH08CA,14,18.93,共有部份,鋼筋混凝土造,93年3月25日,十四層,
RPRQMLRLJIMFFEH09CA,2,83.70,住家用,鋼筋混凝土造,104年9月25日,十五層,六層
RPRQMLRLJIMFFEH09CA,2,61.89,共有部份,鋼筋混凝土造,104年9月25日,十五層,
RPRQMLRLJIMFFEH09CA,2,19.26,共有部份,鋼筋混凝土造,104年9月25日,十五層,
RPXPMLRLJIMFFEH96CA,11,52.84,共有部份,鋼筋混凝土造,95年11月24日,十五層,
RPXPMLRLJIMFFEH96CA,11,114.31,住家用,鋼筋混凝土造,95年11月24日,十五層,二層
RPQQMLNLJIMFFEH58CA,15,103.43,住家用,鋼筋混凝土造,91年7月25日,十四層,十四層
RPXPMLRLJIMFFEH96CA,11,20.81,共有部份,鋼筋混凝土造,95年11月24日,十五層,
RPQQMLNLJIMFFEH58CA,15,24.23,共有部份,鋼筋混凝土造,91年7月25日,十四層,
RPQQMLNLJIMFFEH58CA,15,16.51,共有部份,鋼筋混凝土造,91年7月25日,十四層,
RPQQMLNLJIMFFEH58CA,15,.14,住家用,鋼筋混凝土造,91年7月25日,十四層,一層
RPQQMLNLJIMFFEH58CA,15,28.20,共有部份,鋼筋混凝土造,91年7月25日,十四層,
RPPPMLOLJIMFFEH48CA,22,24.86,住家用,鋼筋混凝土造,84年9月25日,二十層,五層
RPPPMLOLJIMFFEH48CA,22,3.02,共有部份,鋼筋混凝土造,84年9月25日,二十層,
RPPPMLOLJIMFFEH48CA,22,6.76,共有部份,鋼筋混凝土造,84年9月25日,二十層,
RPXNMLOLJIMFFEH09CA,24,98.71,工業用,鋼筋混凝土造,82年11月29日,十層,六層
RPXNMLOLJIMFFEH09CA,24,.43,工業用,鋼筋混凝土造,82年11月29日,十層,二層
RPXNMLOLJIMFFEH09CA,24,.02,共有部份,鋼筋混凝土造,82年11月29日,十層,
RPXNMLOLJIMFFEH09CA,24,26.82,共有部份,鋼筋混凝土造,82年11月29日,十層,
RPXNMLOLJIMFFEH09CA,24,9.13,共有部份,鋼筋混凝土造,82年11月29日,十層,
RPXNMLOLJIMFFEH09CA,24,7.86,共有部份,鋼筋混凝土造,82年11月29日,十層,
RPOPMLOLJIMFFEH38CA,22,27.01,住家用,鋼筋混凝土造,84年9月25日,二十層,五層
RPOPMLOLJIMFFEH38CA,22,3.53,共有部份,鋼筋混凝土造,84年9月25日,二十層,
RPOPMLOLJIMFFEH38CA,22,7.26,共有部份,鋼筋混凝土造,84年9月25日,二十層,
RPVPMLOKKIMFFEH09CA,4,273.37,住家用,鋼筋混凝土造,102年7月1日,二十六層,二十二層
RPVPMLOKKIMFFEH09CA,4,54.83,共有部份,鋼筋混凝土造,102年7月1日,二十六層,
RPVPMLOKKIMFFEH09CA,4,2.10,共有部份,鋼筋混凝土造,102年7月1日,二十六層,
RPVPMLOKKIMFFEH09CA,4,95.46,共有部份,鋼筋混凝土造,102年7月1日,二十六層,
RPVPMLOKKIMFFEH09CA,4,1.42,共有部份,鋼筋混凝土造,102年7月1日,二十六層,
RPVPMLOKKIMFFEH09CA,4,.04,共有部份,鋼筋混凝土造,102年7月1日,二十六層,
RPTNMLTKKIMFFEH56CA,12,98.32,住家用,鋼筋混凝土造,95年2月21日,十四層,十一層
RPTNMLTKKIMFFEH56CA,12,46.27,共有部份,鋼筋混凝土造,95年2月21日,十四層,
RPTNMLTKKIMFFEH56CA,12,14.47,共有部份,鋼筋混凝土造,95年2月21日,十四層,
RPSPMLTKKIMFFEH66CA,,226.99,見其他登記事項,鋼筋混凝土造,106年6月19日,五層,一層 二層 三層 四層 五層 見其他登記事項
RPSPMLTKKIMFFEH66CA,,.33,共有部份,鋼筋混凝土造,106年6月19日,一層,
RPXRMLNKKIMFFEH76CA,,75.49,住家用,鋼筋混凝土造,106年8月15日,二十二層,二十層
RPXRMLNKKIMFFEH76CA,,18.96,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPXRMLNKKIMFFEH76CA,,21.06,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPXRMLNKKIMFFEH76CA,,.71,見其他登記事項,鋼筋混凝土造,106年8月15日,二十二層,地下一層
RPXRMLNKKIMFFEH76CA,,79.55,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPXRMLNKKIMFFEH76CA,,63.37,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPSOMLTKKIMFFEH56CA,13,40.02,住家用,鋼筋混凝土造,93年10月15日,十二層,五層
RPSOMLTKKIMFFEH56CA,13,29.78,共有部份,鋼筋混凝土造,93年10月15日,十二層,
RPSOMLTKKIMFFEH56CA,13,.29,見其他登記事項,鋼筋混凝土造,93年10月15日,十二層,一層
RPSOMLTKKIMFFEH56CA,13,6.69,共有部份,鋼筋混凝土造,93年10月15日,十二層,
RPSOMLTKKIMFFEH56CA,13,11.95,共有部份,鋼筋混凝土造,93年10月15日,十二層,
RPQSMLNKKIMFFEH78CA,,74.49,住家用,鋼筋混凝土造,106年8月15日,二十二層,十五層
RPQSMLNKKIMFFEH78CA,,18.77,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQSMLNKKIMFFEH78CA,,20.83,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQSMLNKKIMFFEH78CA,,.36,見其他登記事項,鋼筋混凝土造,106年8月15日,二十二層,地下一層
RPQSMLNKKIMFFEH78CA,,39.77,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQSMLNKKIMFFEH78CA,,31.69,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPRMLNKKIMFFEH58CA,,75.68,住家用,鋼筋混凝土造,106年8月15日,二十二層,七層
RPPRMLNKKIMFFEH58CA,,18.96,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPRMLNKKIMFFEH58CA,,21.12,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPRMLNKKIMFFEH58CA,,.36,見其他登記事項,鋼筋混凝土造,106年8月15日,二十二層,地下一層
RPPRMLNKKIMFFEH58CA,,39.77,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPRMLNKKIMFFEH58CA,,31.69,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUQMLNKKIMFFEH98CA,,135.58,住家用,鋼筋混凝土造,106年8月15日,二十二層,二十二層
RPUQMLNKKIMFFEH98CA,,34.01,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUQMLNKKIMFFEH98CA,,37.89,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUQMLNKKIMFFEH98CA,,.36,見其他登記事項,鋼筋混凝土造,106年8月15日,二十二層,地下一層
RPUQMLNKKIMFFEH98CA,,39.77,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUQMLNKKIMFFEH98CA,,31.69,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUSMLNKKIMFFEH56CA,,74.49,住家用,鋼筋混凝土造,106年8月15日,二十二層,二十二層
RPUSMLNKKIMFFEH56CA,,18.77,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUSMLNKKIMFFEH56CA,,20.83,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUSMLNKKIMFFEH56CA,,.36,見其他登記事項,鋼筋混凝土造,106年8月15日,二十二層,地下一層
RPUSMLNKKIMFFEH56CA,,39.77,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUSMLNKKIMFFEH56CA,,31.69,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQQMLNKKIMFFEH58CA,,60.10,住家用,鋼筋混凝土造,106年8月15日,二十二層,三層
RPQQMLNKKIMFFEH58CA,,15.05,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQQMLNKKIMFFEH58CA,,16.78,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQQMLNKKIMFFEH58CA,,.18,見其他登記事項,鋼筋混凝土造,106年8月15日,二十二層,地下一層
RPQQMLNKKIMFFEH58CA,,19.89,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQQMLNKKIMFFEH58CA,,15.84,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPQMLNKKIMFFEH48CA,,60.10,住家用,鋼筋混凝土造,106年8月15日,二十二層,七層
RPPQMLNKKIMFFEH48CA,,15.05,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPQMLNKKIMFFEH48CA,,16.78,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPQMLNKKIMFFEH48CA,,.18,見其他登記事項,鋼筋混凝土造,106年8月15日,二十二層,地下一層
RPPQMLNKKIMFFEH48CA,,19.89,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPQMLNKKIMFFEH48CA,,15.84,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPNMLNKKIMFFEH18CA,,50.24,住家用,鋼筋混凝土造,106年8月15日,二十二層,五層
RPPNMLNKKIMFFEH18CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPNMLNKKIMFFEH18CA,,14.04,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPSNMLNKKIMFFEH48CA,,50.24,住家用,鋼筋混凝土造,106年8月15日,二十二層,九層
RPSNMLNKKIMFFEH48CA,,84.19,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPSNMLNKKIMFFEH48CA,,14.04,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUNMLNKKIMFFEH68CA,,50.04,住家用,鋼筋混凝土造,106年8月15日,二十二層,十三層
RPUNMLNKKIMFFEH68CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPUNMLNKKIMFFEH68CA,,13.98,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQNMLNKKIMFFEH28CA,,50.24,住家用,鋼筋混凝土造,106年8月15日,二十二層,六層
RPQNMLNKKIMFFEH28CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQNMLNKKIMFFEH28CA,,14.04,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPQPMLLKKIMFFEH28CA,11,84.64,住家用,鋼筋混凝土造,95年11月5日,十二層,十層
RPQPMLLKKIMFFEH28CA,11,57.55,共有部份,鋼筋混凝土造,95年11月5日,十二層,
RPRNMLNKKIMFFEH38CA,,50.24,住家用,鋼筋混凝土造,106年8月15日,二十二層,七層
RPRNMLNKKIMFFEH38CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPRNMLNKKIMFFEH38CA,,14.04,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPWOMLLKKIMFFEH78CA,2,82.88,住家用,鋼筋混凝土造,104年11月3日,十四層,四層
RPTNMLNKKIMFFEH58CA,,50.04,住家用,鋼筋混凝土造,106年8月15日,二十二層,十一層
RPWOMLLKKIMFFEH78CA,2,23.92,共有部份,鋼筋混凝土造,104年11月3日,十四層,
RPTNMLNKKIMFFEH58CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPWOMLLKKIMFFEH78CA,2,18.29,共有部份,鋼筋混凝土造,104年11月3日,十四層,
RPTNMLNKKIMFFEH58CA,,13.98,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPPNMLTKKIMFFDH68CA,4,88.55,住家用,鋼筋混凝土造,102年5月2日,九層,六層
RPPNMLTKKIMFFDH68CA,4,14.56,見其他登記事項,鋼筋混凝土造,102年5月2日,九層,
RPPNMLTKKIMFFDH68CA,4,45.75,見其他登記事項,鋼筋混凝土造,102年5月2日,九層,
RPVNMLNKKIMFFEH78CA,,50.04,住家用,鋼筋混凝土造,106年8月15日,二十二層,十四層
RPVNMLNKKIMFFEH78CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPVNMLNKKIMFFEH78CA,,13.98,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPWNMLNKKIMFFEH88CA,,50.04,住家用,鋼筋混凝土造,106年8月15日,二十二層,十五層
RPWNMLNKKIMFFEH88CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPWNMLNKKIMFFEH88CA,,13.98,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPOOMLNKKIMFFEH18CA,,50.04,住家用,鋼筋混凝土造,106年8月15日,二十二層,十七層
RPOOMLNKKIMFFEH18CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPOOMLNKKIMFFEH18CA,,13.98,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPXNMLNKKIMFFEH98CA,,50.04,住家用,鋼筋混凝土造,106年8月15日,二十二層,十六層
RPXNMLNKKIMFFEH98CA,,48.32,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPXNMLNKKIMFFEH98CA,,13.98,共有部份,鋼筋混凝土造,106年8月15日,二十二層,
RPXNMLTKKIMFFDH86CA,22,220.11,住家用,鋼筋混凝土造,84年10月9日,五層,一層 二層 三層 四層 五層
RPVNMLNLJIMFFFH88CA,25,85.23,住家用,鋼筋混凝土造,81年12月22日,七層,七層
RPVNMLNLJIMFFFH88CA,25,21.02,共有部分,鋼筋混凝土造,81年12月22日,七層,
RPVNMLNLJIMFFFH88CA,25,27.72,見其他登記事項,鋼筋混凝土造,81年12月22日,七層,地下層
RPUNMLOLJIMFFFH88CA,1,66.23,見其他登記事項,鋼筋混凝土造,105年6月22日,十五層,十四層
RPUNMLOLJIMFFFH88CA,1,48.15,共有部分,鋼筋混凝土造,105年6月22日,十五層,
RPUNMLOLJIMFFFH88CA,1,16.76,共有部分,鋼筋混凝土造,105年6月22日,十五層,
RPTNMLOLJIMFFFH78CA,1,106.98,見其他登記事項,鋼筋混凝土造,105年6月22日,十三層,二層
RPTNMLOLJIMFFFH78CA,1,91.26,共有部分,鋼筋混凝土造,105年6月22日,十五層,
RPTNMLOLJIMFFFH78CA,1,21.10,共有部分,鋼筋混凝土造,105年6月22日,十三層,
RPSNMLOLJIMFFFH68CA,1,66.24,見其他登記事項,鋼筋混凝土造,105年6月22日,十五層,八層
RPSNMLOLJIMFFFH68CA,1,48.15,共有部分,鋼筋混凝土造,105年6月22日,十五層,
RPSNMLOLJIMFFFH68CA,1,16.76,共有部分,鋼筋混凝土造,105年6月22日,十五層,
RPOOMLRLJIMFFFH68CA,46,32.09,住家用,見其他登記事項,61年1月15日,一層,一層
RPUOMLOLJIMFFFH98CA,10,89.57,住家用,鋼筋混凝土造,96年8月15日,十三層,九層
RPUOMLOLJIMFFFH98CA,10,44.09,共有部分,鋼筋混凝土造,96年8月15日,十五層,
RPUOMLOLJIMFFFH98CA,10,15.14,共有部分,鋼筋混凝土造,96年8月15日,十三層,
RPRNMLSLKIMFFEH98CA,21,47.42,商業用,鋼筋混凝土造,85年5月28日,十二層,一層 夾層
RPRNMLSLKIMFFEH98CA,21,2.20,共有部份,鋼筋混凝土造,85年5月28日,十六層,
RPRNMLSLKIMFFEH98CA,21,1.48,共有部份,鋼筋混凝土造,85年5月28日,十六層,
RPPNMLMJKIMFFFH08CA,11,327.67,見使用執照,鋼筋混凝土造,95年11月25日,四層,一層 二層 三層 四層 見其他登記事項
RPOOMLLLKIMFFDH97CA,1,103.20,住家用,鋼筋混凝土造,105年8月11日,十四層,十四層
RPOOMLLLKIMFFDH97CA,1,72.58,見其他登記事項,鋼筋混凝土造,105年8月11日,十四層,
RPOOMLPKKIMFFEH38CA,35,90.68,住家用,鋼筋混凝土造,71年10月16日,二層,一層 二層
RPRNMLRLJIMFFFH88CA,41,86.78,住家用,加強磚造,65年10月2日,二層,一層 二層
RPPOMLKLKIMFFEH08CA,,226.99,見其他登記事項,鋼筋混凝土造,106年6月19日,五層,一層 二層 三層 四層 五層 見其他登記事項
RPPOMLKLKIMFFEH08CA,,.33,共有部份,鋼筋混凝土造,106年6月19日,一層,
RPWRMLQJKIMFFGH07CA,40,116.02,住家用,加強磚造,66年6月25日,二層,一層 二層 騎樓
RPVNMLSLJIMFFFH76CA,1,94.88,見其他登記事項,鋼筋混凝土造,105年3月11日,十一層,十一層 見其他登記事項
RPVNMLSLJIMFFFH76CA,1,79.48,見其他登記事項,鋼筋混凝土造,105年3月11日,十一層,
RPWRMLPJKIMFFGH96CA,,63.98,住家用,鋼筋混凝土造,106年8月17日,十五層,十三層
RPWRMLPJKIMFFGH96CA,,61.93,共有部份,鋼筋混凝土造,106年8月17日,十五層,
RPURMLPJKIMFFGH76CA,,86.13,住家用,鋼筋混凝土造,106年8月17日,十五層,十五層
RPURMLPJKIMFFGH76CA,,72.47,共有部份,鋼筋混凝土造,106年8月17日,十五層,
RPPSMLPJKIMFFGH98CA,,63.26,住家用,鋼筋混凝土造,106年8月17日,十五層,二層
RPPSMLPJKIMFFGH98CA,,61.58,共有部份,鋼筋混凝土造,106年8月17日,十五層,
RPRSMLPJKIMFFGH56CA,,72.15,共有部份,鋼筋混凝土造,106年8月17日,十五層,
RPRSMLPJKIMFFGH56CA,,85.44,住家用,鋼筋混凝土造,106年8月17日,十五層,八層
RPTSMLPJKIMFFGH76CA,,61.63,共有部份,鋼筋混凝土造,106年8月17日,十五層,
RPTSMLPJKIMFFGH76CA,,63.35,住家用,鋼筋混凝土造,106年8月17日,十五層,十一層
RPVSMLPJKIMFFGH96CA,,72.15,共有部份,鋼筋混凝土造,106年8月17日,十五層,
RPVSMLPJKIMFFGH96CA,,85.44,住家用,鋼筋混凝土造,106年8月17日,十五層,十二層
RPUPMLMKKIMFFGH98CA,1,251.64,見其他登記事項,鋼筋混凝土造,106年5月9日,四層,一層 二層 三層 四層 見其他登記事項
