編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area (square meter),the main use,main building materials,construction completes the date,total layer,building lamination
RPWPMLQJKHNFFAN86CA,17,98.78,住家用,鋼筋混凝土造,89年10月20日,十四層,四層
RPWPMLQJKHNFFAN86CA,17,26.05,見其他登記事項,鋼筋混凝土造,89年10月20日,十四層,
RPVPMLQJKHNFFAN76CA,39,102.78,住家用,鋼筋混凝土加強磚造,68年6月5日,二層,一層 二層
RPSNMLLMJHNFFAN58CA,11,3.59,見其他登記事項,鋼筋混凝土造,96年2月14日,四層,
RPSNMLLMJHNFFAN58CA,11,217.46,見其他登記事項,鋼筋混凝土造,96年2月14日,四層,一層 二層 三層 四層
RPPNMLKMJHNFFAN18CA,11,144.76,見其他登記事項,鋼筋混凝土造,95年7月28日,四層,一層 二層 三層 四層
RPPNMLKMJHNFFBN28CA,24,546.71,住商用,鋼筋混凝土造,82年10月30日,四層,一層 二層 三層 四層 騎樓
RPSNMLMJKHNFFAN48CA,16,74.31,見其他登記事項,鋼筋混凝土造,90年11月29日,八層,五層
RPSNMLMJKHNFFAN48CA,16,20.51,見其他登記事項,鋼筋混凝土造,90年11月29日,八層,
RPQNMLLMJHNFFCN58CA,19,14.91,商業用,見其他登記事項,88年6月7日,一層,一層
RPQOMLLMJHNFFCN68CA,35,128.40,住家用,鋼筋混凝土加強磚造,71年9月3日,三層,一層 二層 三層
RPUOMLSJKHNFFBN86CA,21,182.76,住商用,鋼筋混凝土造,85年9月13日,四層,一層 二層 三層 四層 騎樓
RPUNMLMJKHNFFDN98CA,28,95.85,住家用,鋼筋混凝土造,78年9月19日,五層,四層
RPUNMLMJKHNFFDN98CA,28,27.80,住家用,鋼筋混凝土造,78年9月19日,五層,
RPPNMLKMJHNFFEN58CA,38,187.93,住商用,鋼筋混凝土造,69年4月21日,三層,一層 二層 三層
RPTOMLLLKHNFFDN09CA,22,72.04,住家用,鋼筋混凝土造,84年8月22日,十層,九層
RPTOMLLLKHNFFDN09CA,22,29.70,見其他登記事項,鋼筋混凝土造,84年8月22日,十層,
RPTOMLLLKHNFFDN09CA,22,.16,見其他登記事項,鋼筋混凝土造,84年8月22日,十層,
RPQNMLLLKHNFFFN88CA,1,211.00,住宅,鋼筋混凝土造,106年6月12日,四層,一層 二層 三層 四層
RPQNMLLJKHNFFDN48CA,1,289.53,見其他登記事項,鋼筋混凝土造,105年10月5日,五層,一層 二層 三層 四層 五層
RPRNMLLLKHNFFFN98CA,1,197.48,住宅,鋼筋混凝土造,106年6月12日,四層,一層 二層 三層 四層
RPVNMLLMJHNFFDN56CA,34,93.55,住家用,鋼筋混凝土造,73年6月5日,五層,四層
RPVNMLLMJHNFFDN56CA,34,7.42,見其他登記事項,鋼筋混凝土造,73年6月5日,五層,
RPUNMLMKKHNFFFN66CA,1,294.84,住宅,鋼筋混凝土造,106年6月12日,四層,一層 二層 三層 四層 騎樓
RPSNMLNKKHNFFEN09CA,22,186.32,住家用,鋼筋混凝土造,85年3月19日,四層,一層 二層 三層 四層
RPSNMLLJKHNFFCN68DA,26,103.54,住家用,鋼筋混凝土造,81年7月2日,七層,三層
RPSNMLLJKHNFFCN68DA,26,27.96,見其他登記事項,鋼筋混凝土造,81年7月2日,七層,
RPQNMLQLKHNFFHN96CA,36,107.32,見其他登記事項,加強磚造,70年9月18日,二層,一層 二層 屋頂突出物 騎樓
RPPNMLRJKHNFFAN78DA,24,288.96,住商用,鋼筋混凝土造,82年9月3日,四層,一層 二層 三層 四層 騎樓
RPUOMLLLKHNFFDN56CA,24,104.79,住家用,鋼筋混凝土造,82年11月4日,八層,四層
RPUOMLLLKHNFFDN56CA,24,24.59,共有部分,鋼筋混凝土造,82年11月4日,八層,
RPOOMLNKKHNFFDN68CA,24,83.33,住家用,鋼筋混凝土造,82年12月15日,七層,二層
RPOOMLNKKHNFFDN68CA,24,1.29,見其他登記事項,鋼筋混凝土造,82年12月15日,七層,
RPOOMLNKKHNFFDN68CA,24,15.54,見其他登記事項,鋼筋混凝土造,82年12月15日,七層,
RPOOMLNKKHNFFDN68CA,24,16.60,共有部分,鋼筋混凝土造,82年12月15日,七層,
RPUNMLMKKHNFFGN76CA,21,210.25,見其他登記事項,鋼筋混凝土造,85年10月6日,三層,一層 二層 三層 地下層
RPPOMLOKKHNFFDN88CA,38,175.40,住商用,鋼筋混凝土加強磚造,68年7月31日,四層,一層 二層 三層 四層
RPQNMLMJKHNFFDN58CA,22,214.41,住家用,鋼筋混凝土造,85年1月24日,五層,一層 二層 三層 四層 五層
RPTNMLNJKHNFFDN98CA,33,127.21,住家用,加強磚造,73年8月17日,二層,一層 二層
RPSNMLMKKHNFFEN98CA,,168.75,住家用,鋼筋混凝土造,106年8月16日,三層,一層 二層 三層 見其他登記事項
RPUNMLRLKHNFFDN07CA,54,232.33,商業用,鋼筋混凝土加強磚造,53年3月20日,二層,一層 二層 三層
RPPNMLSJKHNFFEN56CA,,168.75,住家用,鋼筋混凝土造,106年8月16日,三層,一層 二層 三層 見其他登記事項
RPQNMLRJKHNFFDN09CA,33,115.28,住家用,加強磚造,73年8月17日,二層,一層 二層
RPUOMLMJKHNFFFN66CA,1,250.14,住宅,鋼筋混凝土造,105年12月30日,四層,一層 二層 三層 四層
RPSOMLLMJHNFFCN88CA,26,198.38,住家用,鋼筋混凝土造,81年3月10日,三層,一層 二層 三層 騎樓
RPSNMLLMJHNFFFN09CA,37,96.80,住家用,加強磚造,69年12月30日,二層,一層 二層
RPRNMLLMJHNFFFN98CA,24,283.22,住家用,加強磚造,82年10月26日,二層,一層 二層
RPTOMLMJKHNFFFN56CA,1,243.30,住宅,鋼筋混凝土造,105年12月30日,四層,一層 二層 三層 四層
RPSNMLRJKHNFFFN86CA,1,239.91,住宅,鋼筋混凝土造,106年6月6日,四層,一層 二層 三層 四層
RPVOMLMJKHNFFFN76CA,1,261.83,住宅,鋼筋混凝土造,105年12月30日,四層,一層 二層 三層 四層
RPSNMLSJKHNFFFN96CA,1,239.91,住宅,鋼筋混凝土造,106年6月6日,四層,一層 二層 三層 四層
RPWOMLMJKHNFFFN86CA,1,250.26,住宅,鋼筋混凝土造,105年12月30日,四層,一層 二層 三層 四層
RPTNMLTJKHNFFBN76CA,37,310.44,住商用,鋼筋混凝土加強磚造,70年4月30日,三層,一層 二層 三層
RPVNMLRJKHNFFBN76CA,21,163.38,見其他登記事項,鋼筋混凝土造,86年4月3日,四層,一層 二層 三層 四層
RPSNMLMKKHNFFBN68CA,23,142.38,住商用,鋼筋混凝土造,84年6月12日,六層,一層 二層
RPSNMLMKKHNFFBN68CA,23,22.69,共有部分,鋼筋混凝土造,84年6月12日,六層,
RPSNMLRJKHNFFBN09CA,1,201.22,見其他登記事項,鋼筋混凝土造,106年5月25日,四層,一層 二層 三層 四層
RPQNMLLMJHNFFBN48CA,7,280.02,住家用,鋼筋混凝土造,100年5月5日,四層,一層 二層 三層 四層
RPPNMLLMJHNFFBN38CA,7,224.99,見其他登記事項,鋼筋混凝土造,99年11月24日,四層,一層 二層 三層 四層 騎樓
RPOOMLQJKHNFFBN68CA,3,159.04,見其他登記事項,鋼筋混凝土造,104年3月3日,三層,一層 二層 三層 見其他登記事項
RPTNMLPJKHNFFAN88CA,22,493.29,住家用,鋼筋混凝土造,85年1月11日,四層,一層 二層 三層 四層
RPRNMLQLKHNFFBN09CA,3,159.04,見其他登記事項,鋼筋混凝土造,104年3月3日,三層,一層 二層 三層 見其他登記事項
RPQOMLTJKHNFFAN09CA,27,180.09,住商用,鋼筋混凝土造,80年5月20日,三層,一層 二層 三層 騎樓 地下層
RPQOMLLMJHNFFAN48CA,43,116.40,住商用,鋼筋混凝土加強磚造,63年10月24日,二層,一層 二層 騎樓
RPXNMLMJKHNFFAN98CA,44,53.20,住家用,鋼筋混凝土加強磚造,62年10月1日,一層,一層
RPTNMLRJKHNFFAN09CA,47,37.93,住家用,鋼筋混凝土加強磚造,60年1月9日,一層,一層
RPPNMLPJKHNFFAN48CA,35,68.86,住家用,鋼筋混凝土造,71年9月24日,五層,五層
RPWNMLMJKHNFFAN88CA,22,211.80,住家用,鋼筋混凝土造,85年7月1日,四層,一層 二層 三層 四層 騎樓
RPPOMLMJKHNFFAN28CA,21,220.14,見其他登記事項,鋼筋混凝土造,85年8月2日,四層,一層 二層 三層 四層
RPSOMLSJKHNFFBN66CA,38,163.80,住商用,鋼筋混凝土加強磚造,69年5月20日,三層,一層 二層 三層 騎樓
RPTNMLMJKHNFFBN68CA,6,179.79,住家用,鋼筋混凝土造,100年7月21日,三層,一層 二層 三層 屋頂突出物
RPPNMLNKKHNFFBN48CA,,214.98,住家用,鋼筋混凝土造,106年10月16日,四層,一層 二層 三層 四層
RPPOMLSJKHNFFBN98CA,27,232.19,住商用,鋼筋混凝土造,79年9月14日,四層,一層 二層 三層 四層 騎樓
RPRNMLPJKHNFFBN78CA,,195.56,見其他登記事項,鋼筋混凝土造,106年8月17日,三層,一層 二層 三層 見其他登記事項
RPSNMLTJKHNFFCN76CA,20,210.19,農舍,鋼筋混凝土造,87年7月2日,三層,一層 二層 三層
RPTNMLPJKHNFFBN98CA,,180.06,見其他登記事項,鋼筋混凝土造,106年8月17日,三層,一層 二層 三層 見其他登記事項
RPTNMLLJKHNFFBN58CA,36,161.20,住商用,鋼筋混凝土加強磚造,70年12月26日,三層,一層 二層 三層 騎樓
RPSNMLPJKHNFFBN88CA,,177.93,見其他登記事項,鋼筋混凝土造,106年8月17日,三層,一層 二層 三層 見其他登記事項
RPQNMLMLKHNFFCN68CA,,142.43,見其他登記事項,鋼筋混凝土造,106年10月31日,四層,一層 二層 三層 四層
RPQNMLMLKHNFFCN68CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPWNMLPJKHNFFFN07CA,2,210.36,見其他登記事項,鋼筋混凝土造,104年12月28日,三層,一層 二層 三層
RPRNMLSJKHNFFFN86CA,1,299.12,住宅,鋼筋混凝土造,106年6月6日,四層,一層 二層 三層 四層 騎樓
RPPNMLMLKHNFFCN58CA,,142.43,見其他登記事項,鋼筋混凝土造,106年10月31日,四層,一層 二層 三層 四層
RPPNMLMLKHNFFCN58CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPPNMLNKKHNFFEN78CA,23,121.62,住家用,鋼筋混凝土造,83年10月19日,三層,一層 二層 三層
RPQNMLMJKHNFFFN78CA,,176.91,住宅,鋼筋混凝土造,106年8月14日,四層,一層 二層 三層 四層
RPXOMLMJKHNFFFN96CA,1,252.77,住宅,鋼筋混凝土造,105年12月30日,四層,一層 二層 三層 四層
RPRNMLMJKHNFFDN68CA,22,.18,商業用,鋼筋混凝土造,85年2月12日,十三層,
RPRNMLMJKHNFFDN68CA,22,86.82,住家用,鋼筋混凝土造,85年2月12日,十三層,六層
RPRNMLMJKHNFFDN68CA,22,58.27,見其他登記事項,鋼筋混凝土造,85年2月12日,十三層,
RPRNMLMJKHNFFDN68CA,22,.81,見其他登記事項,鋼筋混凝土造,85年2月12日,十三層,
RPQNMLMJKHNFFEN68CA,27,125.97,住家用,鋼筋混凝土造,80年1月26日,三層,一層 二層 三層
RPQOMLLLKHNFFDN78CA,2,284.70,見其他登記事項,鋼筋混凝土造,105年6月6日,四層,一層 二層 三層 四層
RPPNMLMJKHNFFEN58CA,1,183.98,住家用,鋼筋混凝土造,105年12月28日,三層,一層 二層 三層 見其他登記事項
RPUNMLNLKHNFFDN66CA,5,208.32,見其他登記事項,鋼筋混凝土造,102年4月30日,五層,一層 二層 三層 四層 五層 騎樓
RPTNMLNLKHNFFDN56CA,5,208.13,見其他登記事項,鋼筋混凝土造,102年4月30日,五層,一層 二層 三層 四層 五層 騎樓
RPQNMLNLKHNFFEN98CA,26,248.72,住家用,鋼筋混凝土造,80年10月29日,五層,一層 二層 三層 四層 五層 騎樓
RPSNMLTJKHNFFHN27CA,38,106.52,住商用,加強磚造,69年3月28日,二層,一層 二層
RPRNMLRJKHNFFHN96CA,24,140.61,住家用,鋼筋混凝土造,82年7月27日,三層,一層 二層 三層
RPVQMLLLKHNFFHN27CA,1,194.98,見其他登記事項,鋼筋混凝土造,106年6月13日,三層,一層 二層 三層 屋頂突出物
RPQNMLOJKHNFFFN09DA,23,141.06,住家用,鋼筋混凝土造,83年10月24日,三層,一層 二層 三層
RPSOMLLMJHNFFGN66CA,13,142.53,住家用,鋼筋混凝土造,93年9月14日,三層,一層 二層 三層
RPPRMLLLKHNFFHN76CA,51,59.76,商業用,鋼筋混凝土加強磚造,56年5月10日,一層,一層 騎樓
RPSNMLQJKHNFFHN96CA,39,85.60,住家用,加強磚造,67年8月15日,二層,一層 二層
RPPOMLPJKHNFFGN56CA,2,197.28,住家用,鋼筋混凝土造,105年5月27日,四層,一層 二層 三層 四層 騎樓
RPPOMLLLKHNFFDN68CA,28,148.76,住商用,鋼筋混凝土造,78年8月5日,三層,一層 二層 三層 騎樓
RPOOMLLLKHNFFDN58CA,45,163.84,住家用,鋼筋混凝土加強磚造,62年1月27日,二層,一層 二層
RPQOMLPJKHNFFGN66CA,2,176.88,住家用,鋼筋混凝土造,104年12月30日,三層,一層 二層 三層 屋頂突出物 騎樓
RPQNMLNKKHNFFHN56CA,31,472.00,工業用,鋼造,76年5月22日,一層,一層
RPVNMLRJKHNFFDN96CA,26,131.10,住家用,鋼筋混凝土造,80年12月11日,三層,一層 二層 三層
RPVNMLOKKHNFFAN09CA,27,110.83,住家用,鋼筋混凝土造,79年10月4日,六層,二層
RPVNMLOKKHNFFAN09CA,27,17.20,見其他登記事項,鋼筋混凝土造,79年10月4日,六層,
RPVNMLOKKHNFFAN09CA,27,31.93,見其他登記事項,鋼筋混凝土造,79年10月4日,六層,
RPVNMLQJKHNFFEN96CA,22,225.52,見其他登記事項,鋼筋混凝土造,84年11月24日,四層,一層 二層 三層 四層
RPPNMLLKKHNFFCN38CA,37,173.40,住家用,鋼筋混凝土加強磚造,69年11月8日,三層,一層 二層 三層 騎樓
RPROMLMKKHNFFAN58CA,19,81.52,見其他登記事項,鋼筋混凝土造,88年2月10日,九層,五層
RPROMLMKKHNFFAN58CA,19,43.32,見其他登記事項,鋼筋混凝土造,88年2月10日,九層,
RPQOMLNKKHNFFAN58CA,23,93.60,住家用,鋼筋混凝土造,83年10月4日,十三層,一層
RPQOMLNKKHNFFAN58CA,23,15.12,見其他登記事項,鋼筋混凝土造,83年10月4日,十三層,
RPRNMLMJKHNFFAN38CA,37,104.00,住家用,加強磚造,70年2月16日,二層,一層 二層
RPPNMLKKKHNFFAN08CA,20,124.80,住家用,鋼筋混凝土造,87年6月11日,三層,一層 二層 三層
RPTOMLMKKHNFFAN78CA,12,231.80,見其他登記事項,鋼筋混凝土造,94年10月6日,四層,一層 二層 三層 四層 地下一層
RPTOMLMKKHNFFAN78CA,12,28.99,見其他登記事項,鋼筋混凝土造,94年10月6日,四層,
RPPPMLQJKHNFFAN78CA,24,203.10,住家用,鋼筋混凝土造,82年12月2日,四層,一層 二層 三層 四層 騎樓
RPXNMLPJKHNFFAN66CA,14,165.12,住家用,鋼筋混凝土造,92年12月16日,四層,一層 二層 三層 四層 騎樓
RPTQMLSJKHNFFAN86CA,38,168.30,住商用,加強磚造,68年11月5日,二層,一層 二層
RPSNMLTJKHNFFAN56CA,10,237.24,見其他登記事項,鋼筋混凝土造,96年11月14日,四層,一層 二層 三層 四層 地下一層
RPSNMLTJKHNFFAN56CA,10,2.92,見其他登記事項,鋼筋混凝土造,96年11月14日,四層,
RPSNMLTJKHNFFAN56CA,10,20.52,見其他登記事項,鋼筋混凝土造,96年11月14日,四層,
RPWNMLQJKHNFFAN66CA,35,72.07,住商用,鋼筋混凝土造,71年7月9日,七層,一層
RPWNMLQJKHNFFAN66CA,35,72.07,見其他登記事項,鋼筋混凝土造,71年7月9日,七層,地下層
RPWNMLQJKHNFFAN66CA,35,10.27,見其他登記事項,鋼筋混凝土造,71年7月9日,七層,
RPWNMLQJKHNFFAN66CA,35,12.20,見其他登記事項,鋼筋混凝土造,71年7月9日,七層,
RPWNMLMJLHNFFAN98CA,24,91.36,住家用,鋼筋混凝土造,82年11月10日,十二層,五層
RPWNMLMJLHNFFAN98CA,24,14.75,見其他登記事項,鋼筋混凝土造,82年11月10日,十二層,
RPWNMLMJLHNFFAN98CA,24,8.99,見其他登記事項,鋼筋混凝土造,82年11月10日,十二層,
RPTNMLNKKHNFFBN88CA,18,138.62,住家用,鋼筋混凝土造,88年11月2日,四層,一層 二層 三層 四層
RPUNMLPJKHNFFCN56CA,23,98.49,住家用,鋼筋混凝土造,84年6月14日,十四層,十一層
RPUNMLPJKHNFFCN56CA,23,39.89,見其他登記事項,鋼筋混凝土造,84年6月14日,十四層,
RPXNMLPJKHNFFCN86CA,23,86.54,住家用,鋼筋混凝土造,84年3月21日,八層,一層
RPXNMLPJKHNFFCN86CA,23,26.85,見其他登記事項,鋼筋混凝土造,84年3月21日,八層,
RPRNMLMLKHNFFCN78CA,,142.43,見其他登記事項,鋼筋混凝土造,106年10月31日,四層,一層 二層 三層 四層
RPRNMLMLKHNFFCN78CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPSNMLMLKHNFFCN88CA,,142.43,見其他登記事項,鋼筋混凝土造,106年10月31日,四層,一層 二層 三層 四層
RPSNMLMLKHNFFCN88CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPTNMLMLKHNFFCN98CA,,142.38,見其他登記事項,鋼筋混凝土造,106年10月31日,四層,一層 二層 三層 四層
RPTNMLMLKHNFFCN98CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPQNMLQJKHNFFDN98CA,1,91.34,見其他登記事項,鋼筋混凝土造,106年7月6日,十層,八層
RPQNMLQJKHNFFDN98CA,1,48.36,見其他登記事項,鋼筋混凝土造,106年7月6日,十層,
RPQNMLQJKHNFFDN98CA,1,14.24,見其他登記事項,鋼筋混凝土造,106年7月6日,十層,
RPSNMLLJLHNFFDN78CA,37,102.90,住家用,加強磚造,70年2月21日,二層,一層 二層
RPQNMLSLKHNFFDN76CA,12,177.36,見其他登記事項,鋼筋混凝土造,95年6月23日,四層,一層 二層 三層 四層
RPQOMLSJKHNFFDN66CA,1,180.81,見其他登記事項,鋼筋混凝土造,106年3月1日,四層,一層 二層 三層 四層
RPQNMLLLKHNFFDN68CA,1,251.53,見其他登記事項,鋼筋混凝土造,106年1月20日,四層,一層 二層 三層 四層
RPVNMLPJKHNFFBN66DA,1,167.77,住家用,鋼筋混凝土造,105年10月11日,四層,一層 二層 三層 四層
RPPOMLPJKHNFFBN78DA,22,93.52,住家用,鋼筋混凝土造,85年1月19日,八層,四層
RPPOMLPJKHNFFBN78DA,22,31.70,見其他登記事項,鋼筋混凝土造,85年1月19日,八層,
RPTNMLQJKHNFFHN07CA,,184.16,住家用,鋼筋混凝土造,106年9月8日,三層,一層 二層 三層 屋頂突出物
RPUNMLQLKHNFFHN37CA,,635.79,見其他登記事項,鋼筋混凝土造,106年9月12日,四層,一層 二層 三層 四層 屋頂突出物 騎樓
RPOOMLQLKHNFFHN86CA,,194.66,見其他登記事項,鋼筋混凝土造,106年9月12日,三層,一層 二層 三層 屋頂突出物
RPVNMLQLKHNFFHN47CA,,195.79,見其他登記事項,鋼筋混凝土造,106年9月12日,三層,一層 二層 三層 屋頂突出物 騎樓
RPQOMLQLKHNFFHN07CA,,195.17,見其他登記事項,鋼筋混凝土造,106年9月12日,三層,一層 二層 三層 屋頂突出物 騎樓
RPROMLQLKHNFFHN17CA,,198.72,見其他登記事項,鋼筋混凝土造,106年9月12日,三層,一層 二層 三層 屋頂突出物 騎樓
RPSNMLRJKHNFFHN07CA,2,181.72,見其他登記事項,鋼筋混凝土造,104年9月10日,四層,一層 二層 三層 四層 騎樓
RPRNMLNKKHNFFFN09CA,1,202.24,住宅,鋼筋混凝土造,106年6月12日,四層,一層 二層 三層 四層
RPPNMLOKKHNFFDN78CA,1,331.45,見其他登記事項,鋼筋混凝土造,106年1月24日,五層,一層 二層 三層 四層 五層
RPSNMLSJKHNFFHN17CA,24,152.37,住家用,鋼筋混凝土造,83年2月2日,三層,一層 二層 三層
RPSOMLQLKHNFFHN27CA,,269.98,見其他登記事項,鋼筋混凝土造,106年9月12日,三層,一層 二層 三層 屋頂突出物 騎樓
RPRNMLQJKHNFFGN86DA,1,142.70,住家用,鋼筋混凝土造,106年6月26日,三層,一層 二層 三層 屋頂突出物
RPPNMLRJKHNFFCN88CA,33,136.91,住家用,鋼筋混凝土造,74年1月4日,五層,五層
RPTNMLQJKHNFFCN56CA,36,93.24,住家用,鋼筋混凝土加強磚造,70年11月10日,二層,一層 二層 騎樓
RPPOMLPJKHNFFFN09CA,24,103.92,住家用,加強磚造,83年2月5日,二層,一層 二層
RPUNMLRLKHNFFBN86CA,3,68.10,見其他登記事項,見其他登記事項,103年10月3日,一層,一層
RPPNMLMJLHNFFBN38CA,30,172.35,住家用,鋼筋混凝土造,76年12月28日,三層,一層 二層 三層 騎樓
RPRNMLQJKHNFFCN98CA,20,131.03,住家用,鋼筋混凝土造,87年4月13日,三層,一層 二層 三層
RPVNMLMJLHNFFBN98CA,1,190.53,見其他登記事項,鋼筋混凝土造,105年11月16日,三層,一層 二層 三層 見其他登記事項
RPTNMLQJKHNFFBN09CA,21,80.65,住家用,鋼筋混凝土造,85年9月23日,十三層,十一層
RPTNMLQJKHNFFBN09CA,21,18.59,見其他登記事項,鋼筋混凝土造,85年9月23日,十三層,
RPUNMLMLKHNFFCN09CA,,142.38,見其他登記事項,鋼筋混凝土造,106年10月31日,四層,一層 二層 三層 四層
RPUNMLMLKHNFFCN09CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPWNMLQJKHNFFBN76CA,3,307.34,見其他登記事項,鋼筋混凝土造,103年6月10日,四層,一層 二層 三層 四層
RPVNMLMLKHNFFCN56CA,,144.22,見其他登記事項,鋼筋混凝土造,106年10月31日,四層,一層 二層 三層 四層
RPVNMLMLKHNFFCN56CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPRNMLRJKHNFFBN98CA,1,210.11,住家用,鋼筋混凝土造,106年5月25日,四層,一層 二層 三層 四層
RPPNMLNJLHNFFBN48CA,1,190.53,見其他登記事項,鋼筋混凝土造,105年11月16日,三層,一層 二層 三層 見其他登記事項
RPTNMLLLKHNFFBN78CA,,325.66,見其他登記事項,鋼筋混凝土造,106年11月23日,五層,一層 二層 三層 四層 五層 見其他登記事項
RPTNMLOKKHNFFBN98CA,23,130.34,住家用,鋼筋混凝土造,84年6月14日,九層,五層
RPTNMLOKKHNFFBN98CA,23,45.33,見其他登記事項,鋼筋混凝土造,84年6月14日,九層,
RPXNMLNKKHNFFAN56CA,37,85.74,住家用,鋼筋混凝土造,69年12月29日,六層,一層
RPUNMLRJKHNFFAN56CA,24,112.74,住家用,鋼筋混凝土造,83年6月23日,十三層,七層
RPUNMLRJKHNFFAN56CA,24,24.08,見其他登記事項,鋼筋混凝土造,83年6月23日,十三層,
RPORMLOKKHNFFAN78CA,2,225.11,見其他登記事項,鋼筋混凝土造,105年6月17日,三層,一層 二層 三層 屋頂突出物
RPWNMLNKKHNFFAN09CA,3,247.02,見其他登記事項,鋼筋混凝土造,104年6月18日,四層,一層 二層 三層 四層 騎樓
RPTNMLLJLHNFFAN58CA,31,154.08,住商用,鋼筋混凝土造,76年1月26日,三層,一層 二層 三層 騎樓
RPVNMLLJLHNFFAN78CA,31,187.20,見其他登記事項,鋼筋混凝土造,76年1月26日,三層,一層 二層 三層 騎樓 地下層
RPUOMLLJLHNFFAN78CA,1,242.84,見其他登記事項,鋼筋混凝土造,105年7月26日,四層,一層 二層 三層 四層
RPSOMLMJLHNFFAN68CA,9,425.61,見其他登記事項,鋼筋混凝土造,97年8月19日,四層,一層 二層 三層 四層 騎樓
RPOQMLSJKHNFFAN98CA,28,99.22,住家用,鋼筋混凝土造,78年11月22日,七層,三層
RPOQMLSJKHNFFAN98CA,28,7.84,見其他登記事項,鋼筋混凝土造,78年11月22日,七層,
RPOQMLSJKHNFFAN98CA,28,31.45,見其他登記事項,鋼筋混凝土造,78年11月22日,七層,
RPQNMLNKKHNFFAN48CA,12,142.40,住家用,鋼筋混凝土造,94年8月16日,二層,一層 二層
RPPNMLTJKHNFFAN88CA,9,500.00,見其他登記事項,見其他登記事項,97年9月12日,一層,一層
RPPNMLTJKHNFFAN88CA,9,166.00,農舍,見其他登記事項,97年10月14日,一層,一層
RPRQMLSJKHNFFAN66CA,25,61.75,農舍,鋼造,81年9月3日,一層,一層
RPVNMLQJKHNFFBN66CA,37,146.40,住商用,鋼筋混凝土造,69年12月26日,三層,一層 二層 三層
RPSNMLMLKHNFFBN78CA,,189.89,住家用,鋼筋混凝土造,106年10月16日,四層,一層 二層 三層 四層
RPXNMLNKKHNFFBN66CA,,163.00,見其他登記事項,鋼筋混凝土造,106年11月9日,三層,一層 二層 三層 見其他登記事項
RPVNMLQJKHNFFCN76CA,39,130.20,工業用,鋼筋混凝土加強磚造,68年4月16日,二層,一層 二層
RPPOMLMLKHNFFCN68CA,,146.14,見其他登記事項,鋼筋混凝土造,106年10月25日,四層,一層 二層 三層 四層
RPPOMLMLKHNFFCN68CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPPNMLTJKHNFFCN09CA,2,161.11,見其他登記事項,鋼筋混凝土造,105年3月2日,四層,一層 二層 三層 四層
RPPNMLPJLHNFFCN78CA,,284.20,見其他登記事項,鋼筋混凝土造,106年11月22日,四層,一層 二層 三層 四層 屋頂突出物 騎樓
RPXNMLMLKHNFFCN76CA,,137.76,見其他登記事項,鋼筋混凝土造,106年9月29日,四層,一層 二層 三層 四層
RPXNMLMLKHNFFCN76CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPOOMLMLKHNFFCN58CA,,137.76,見其他登記事項,鋼筋混凝土造,106年9月29日,四層,一層 二層 三層 四層
RPOOMLMLKHNFFCN58CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPWNMLMLKHNFFCN66CA,,137.76,見其他登記事項,鋼筋混凝土造,106年9月29日,四層,一層 二層 三層 四層
RPWNMLMLKHNFFCN66CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月31日,一層,
RPWNMLMKLHNFFAN09CA,19,20.03,見其他登記事項,鋼筋混凝土造,88年2月10日,九層,
RPQNMLSJKHNFFEN66CA,30,114.84,住家用,加強磚造,76年9月8日,二層,一層 二層 騎樓
RPQNMLTJKHNFFEN76CA,1,183.98,住家用,鋼筋混凝土造,105年12月28日,三層,一層 二層 三層 見其他登記事項
RPTNMLRJLHNFFDN86CA,22,156.69,住家用,鋼筋混凝土造,84年9月12日,三層,一層 二層 三層
RPWNMLMKLHNFFDN76CA,22,34.81,商業用,鋼筋混凝土造,84年11月3日,十一層,五層
RPWNMLMKLHNFFDN76CA,22,15.98,見其他登記事項,鋼筋混凝土造,84年11月3日,十一層,
RPSOMLQLKHNFFFN07CA,,173.64,住宅,鋼筋混凝土造,106年11月2日,三層,一層 二層 三層 見其他登記事項
RPWNMLQLKHNFFFN37CA,,154.62,見其他登記事項,鋼筋混凝土造,106年11月2日,三層,一層 二層 三層 見其他登記事項
RPSNMLQLKHNFFFN96CA,23,174.65,住家用,鋼筋混凝土造,84年4月21日,三層,一層 二層 三層
RPRNMLTJKHNFFGN07CA,39,159.98,住商用,鋼筋混凝土造,68年5月12日,三層,一層 二層 三層 騎樓
RPPNMLNLKHNFFHN56CA,18,113.16,住商用,鋼筋混凝土造,88年9月15日,四層,一層 二層 三層 四層
