¶mÂí¥«°Ï,¯²¸î¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¯²¸î¦~¤ë¤é,¯²¸îµ§´É¼Æ,¯²¸î¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,¦³µLªþ³Ã­Ñ,Á`ÃB¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,¯²ª÷Á`ÃB¤¸,³Æµù,½s¸¹
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï©÷¥­ªF¤»¸ô181~210¸¹,71.68,¨ä¥L,,,1040820,¤g¦a1«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0911217,44.31,0,0,0,µL,µL,µL,2000,45,,0.0,0,,RPSUMLPLQHKFFBB09CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï©÷¥­ªF¤»¸ô181~210¸¹,71.68,¨ä¥L,,,1040820,¤g¦a1«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0911217,154.26,4,3,3,¦³,µL,µL,29000,188,,0.0,0,,RPTUMLPLQHKFFBB56CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï´º½å¸ô301~330¸¹,98.45,¦í,,,1040809,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,4,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,0930227,223.12,3,4,4,¦³,µL,µL,30000,134,,0.0,0,,RPVUMLPLQHKFFBB76CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤½¯q¸ô361~390¸¹,34.98,¦í,,,1040817,¤g¦a2«Øª«1¨®¦ì1,¨£¨ä¥Lµn°O¨Æ¶µ,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850328,394.21,0,0,0,µL,¦³,µL,125000,317,©Y¹D¥­­±,0.0,0,,RPTOMLPLQHKFFAB48CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ïªe«n¸ô¤T¬q121~150¸¹,11.77,¨ä¥L,,,1040727,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,15,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960313,99.53,1,1,1,¦³,¦³,¦³,24000,241,©Y¹D¾÷±ñ,0.0,0,¯²ª÷§tºÞ²z¶O,RPWNMLPLQHKFFCB88CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ïªe«n¸ô¤T¬q121~150¸¹,10.5,¨ä¥L,,,1040727,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,15,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960313,84.71000000000001,1,1,1,¦³,¦³,¦³,25000,295,©Y¹D¾÷±ñ,0.0,0,¯²ª÷§tºÞ²z¶O,RPXNMLPLQHKFFCB98CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤G¬q871~900¸¹,4.14,¦í,,,1040730,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,14,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951124,46.64,1,1,1,¦³,¦³,¦³,12800,274,,0.0,0,¯²ª÷§tºÞ²z¶O¡C,RPROMLPLQHKFFCB48CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,7.84,°Ó,,,1040730,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,120.77000000000001,2,2,2,¦³,¦³,¦³,27000,224,©Y¹D¥­­±,35.91,0,¯²ª÷ÁÙ§tºÞ²z¶O.²Ä¥|¥x¡C,RPSOMLPLQHKFFCB58CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥°§µ¸ô151~180¸¹,4.47,°Ó,,,1040731,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990201,106.09,2,1,2,¦³,¦³,¦³,25500,240,©Y¹D¾÷±ñ,14.6,0,¯²ª÷§tºÞ²z¶O¡C,RPUOMLPLQHKFFCB78CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¥°§µ¸ô151~180¸¹,2.95,°Ó,,,1040730,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,12,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990201,68.09,1,1,1,¦³,¦³,¦³,16000,235,,0.0,0,,RPWOMLPLQHKFFCB98CC
«n¤Ù°Ï,«Øª«,»O¤¤¥««n¤Ù°Ï¤j¶iµó511~540¸¹,0.0,¦í,,,1040817,¤g¦a0«Øª«1¨®¦ì1,¤»¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830616,207.60000000000002,3,2,2,¦³,¦³,¦³,30000,145,©Y¹D¥­­±,14.89,0,,RPXOMLPLQHKFFCB09CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,6.72,°Ó,,,1040805,¤g¦a1«Øª«1¨®¦ì0,¤Q¤E¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,66.85,0,0,0,µL,¦³,¦³,21000,314,,0.0,0,¯²ª÷§t10%¯²¸î©Ò±oµ|;2%¤G¥N°·«O¶O,RPUOMLQLQHKFFCB88CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,5.31,°Ó,,,1040812,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¤@¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,55.0,0,0,0,µL,¦³,¦³,15000,273,,0.0,0,,RPWOMLQLQHKFFCB09CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï©¾©ú«n¸ô121~150¸¹,2937.0,¦í,,,1040812,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,24,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871030,228.67000000000002,4,2,2,¦³,¦³,¦³,35000,153,,0.0,0,°_¯²¤é:104/09/10¯²ª÷Á`ÃB§tµ|¡C,RPVNMLQLQHKFFAB68CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q271~300¸¹,9.65,°Ó,,,1040818,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,22,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,105.91999999999999,2,1,2,¦³,¦³,¦³,23000,217,,0.0,0,,RPWRMLQLQHKFFBB66CC
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï«n¤Ù¸ô¤G¬q181~210¸¹,6.61,¦í,,,1040802,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0811104,1814.0,3,2,2,¦³,µL,¦³,15000,8,,0.0,0,,RPVOMLQLQHKFFCB09DC
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¤ô·½¸ô611«Ñ24§Ë1~30¸¹,41.12,°Ó,,,1040823,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700708,82.17,3,2,1,¦³,µL,¦³,10500,128,,0.0,0,,RPPNMLQLQHKFFAL09CC
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¦¨¥\¸ô380«Ñ8§Ë1~30¸¹,127.74,¦í,,,1040815,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0690920,66.0,2,2,2,¦³,µL,µL,10000,152,,0.0,0,,RPRNMLQLQHKFFAL66CC
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¦¨¥\¸ô380«Ñ8§Ë1~30¸¹,127.74,¦í,,,1040815,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0690920,66.0,2,2,2,¦³,µL,µL,10000,152,,0.0,0,,RPSNMLQLQHKFFAL76CC
¦Z¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦Z¨½°Ï¥Ò¦Z¸ô219«Ñ1~30¸¹,62.38,¦í,,,1040812,¤g¦a1«Øª«1¨®¦ì0,¥þ,1,³z¤Ñ­í,¦í®a¥Î,¿j³y,0600420,43.46,3,2,2,¦³,µL,¦³,8000,184,,0.0,0,,RPSOMLRLQHKFFAL96CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏÀA¥­µó1~30¸¹,7.93,¦í,,,1040801,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,8,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841205,50.2,1,0,0,µL,¦³,¦³,7000,139,,0.0,0,,RPROMLRLQHKFFBB58CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï­^¤~¸ô91~120¸¹,86.55,¦í,,,1040808,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,4,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950626,380.25,4,2,6,¦³,¦³,¦³,48000,126,,0.0,0,,RPSPMLRLQHKFFBB78CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°·¦æ¸ô86«Ñ7§Ë1~30¸¹,134.0,°Ó,,,1040803,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0611024,145.3,4,2,2,¦³,µL,¦³,8000,55,,0.0,0,,RPXPMLRLQHKFFBB66CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï©¾©ú«n¸ô91~120¸¹,16.16,¦í,,,1040814,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,24,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0951222,153.67,4,2,2,¦³,¦³,µL,38000,247,,0.0,0,°_¯²¤é:104/09/01¯²ª÷Á`ÃB§tµ|¡C,RPQOMLRLQHKFFAB38CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï©¾©ú«n¸ô391~420¸¹,61.73,¦í,,,1040730,¤g¦a1«Øª«2¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,5,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0701231,223.46,3,2,2,¦³,µL,µL,33000,148,,0.0,0,,RPWOMLRLQHKFFAB98CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,5.67,°Ó,,,1040821,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,58.91,1,1,1,¦³,¦³,¦³,16000,272,©Y¹D¾÷±ñ,18.99,0,,RPQNMLRLQHKFFCB48CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï­«¼y¸ô331~360¸¹,8.53,°Ó,,,1040810,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,17,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0830923,96.67,2,2,2,¦³,¦³,µL,10000,103,,0.0,0,,RPTNMLRLQHKFFCB78CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤j®e¦èµó61~90¸¹,21.18,¦í,,,1040810,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0860114,157.07,3,2,2,¦³,¦³,¦³,16000,102,,0.0,0,,RPQOMLRLQHKFFCB58CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦wªL¸ô1~30¸¹,60.43,¦í,,,1040827,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0890114,144.35,4,3,3,¦³,µL,¦³,22000,152,,0.0,0,,RPSOMLRLQHKFFCB78CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¾¤©ú¸ô¤T¬q331~360¸¹,108.0,¦í,,,1040827,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,4,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0690529,167.88,0,0,0,µL,µL,µL,58000,345,,0.0,0,,RPRNMLSLQHKFFCB68CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q271~300¸¹,252.0,¦í,,,1040827,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,5,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0971231,54.3,0,0,0,µL,µL,µL,58000,1068,,0.0,0,,RPSNMLSLQHKFFCB78CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏºÖ¬ì¸ô569«Ñ1~30¸¹,1500.58,¦í,,,1040827,¤g¦a1«Øª«1¨®¦ì0,,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0891025,149.76,5,2,3,¦³,µL,¦³,25500,170,,0.0,0,,RPXNMLSLQHKFFCB66CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ïªø¦w¸ô¤G¬q131«Ñ61~90¸¹,0.0,¦í,,,1040809,¤g¦a0«Øª«1¨®¦ì1,¤Q¤@¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030704,151.76999999999998,3,2,2,¦³,¦³,¦³,23500,155,©Y¹D¾÷±ñ,35.52,0,,RPQPMLSLQHKFFCB78CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ïªe«n¸ô¤T¬q121~150¸¹,73.27,¦í,,,1040826,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960313,102.3,1,1,1,¦³,µL,¦³,23000,225,©Y¹D¾÷±ñ,0.0,0,,RPUPMLSLQHKFFCB56CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤j¼[¤Q¤Kµó61~90¸¹,1221.0,¦í,,,1040825,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,2,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850722,121.55,0,0,0,µL,µL,µL,30000,247,¤@¼Ó¥­­±,19.84,0,,RPSQMLSLQHKFFCB09CC
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï»OÆW¤j¹D¤@¬q331~360¸¹,239.0,°Ó,,,1040826,¤g¦a9«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,°Ó·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0540501,629.66,0,0,0,µL,µL,µL,110000,175,,0.0,0,,RPQNMLSLQHKFFAB38CC
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤j¼[¸ô571~600¸¹,12.49,°Ó,,,1040808,¤g¦a1«Øª«2¨®¦ì0,¤@¼h,14,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0831205,66.66,0,0,0,µL,µL,µL,130000,1950,,0.0,0,,RPRNMLTLQHKFFCB78CC
¦è¤Ù°Ï,¤g¦a,¤j©ú¬q301~330¦a¸¹,354.0,¦í,,,1040805,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,150000,424,,0.0,0,,RPTOMLLMQHKFFCB38CC
Â×­ì°Ï,¤g¦a,¤T¶§¬q601~630¦a¸¹,268.86,¦í,,,1040827,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,10000,37,,0.0,0,,RPSNMLLMQHKFFAL98CC
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°ÏÂ×­ì¤j¹D¥|¬q1~30¸¹,107.19,¦í,,,1040827,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1011210,261.56,4,3,5,¦³,µL,µL,38000,145,,0.0,0,,RPUNMLLMQHKFFAL56CC
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¥ß¦æµó31~60¸¹,251.24,¦í,,,1040901,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,1,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1040512,39.4,0,0,0,µL,µL,¦³,30000,761,,0.0,0,,RPTNMLLJRHKFFHL96CC
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¤u¾Ç¸ô1~30¸¹,73.0,¦í,,,1040831,¤g¦a1«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨Ï¥Î°õ·Ó,¿ûµ¬²V¾®¤g³y,0890124,230.67,5,2,3,¦³,µL,µL,30000,130,,0.0,0,,RPWNMLLJRHKFFAB28DC
«n¤Ù°Ï,«Øª«,»O¤¤¥««n¤Ù°Ï¯qÂ×¸ô¤T¬q331~360¸¹,209.33,°Ó,,,1040901,¤g¦a0«Øª«1¨®¦ì0,¤­¼h,5,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040213,120.2,0,0,0,µL,µL,¦³,30000,250,,0.0,0,,RPQOMLLJRHKFFCB87CC
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤å¤ß«n¤T¸ô571~600¸¹,25.72,¨ä¥L,,,1040831,¤g¦a1«Øª«1¨®¦ì1,¨£¨ä¥Lµn°O¨Æ¶µ,24,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1001207,252.4,0,0,0,µL,µL,µL,80000,317,©Y¹D¥­­±,79.42,0,,RPPPMLLJRHKFFCB87CC
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ïªe«n¸ô¥|¬q151~180¸¹,14.05,¦í,,,1040815,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0861020,122.21,3,2,2,¦³,¦³,¦³,17000,139,©Y¹D¥­­±,23.55,0,,RPVRMLLJRHKFFCB68CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¦V¤W¸ô¤@¬q1~30¸¹,85.37,°Ó,,,1040901,¤g¦a3«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,5,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0910510,400.71,4,3,3,¦³,µL,µL,40000,100,,0.0,0,,RPTOMLLJRHKFFAB97CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¦V¤W«n¸ô¤@¬q211~240¸¹,11.44,¦í,,,1040901,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0841007,131.65,2,1,2,¦³,¦³,µL,25000,190,,0.0,0,,RPXOMLLJRHKFFAB38CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¶i¤Æ¥_¸ô301~330¸¹,8.67,°Ó,,,1040818,¤g¦a2«Øª«1¨®¦ì0,¤Q¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941208,122.89,2,1,1,¦³,¦³,¦³,18000,146,,0.0,0,,RPVNMLLJRHKFFBB18CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¶i¤Æ¥_¸ô301~330¸¹,5.36,°Ó,,,1040821,¤g¦a2«Øª«1¨®¦ì0,¤K¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941208,68.08,1,1,1,¦³,¦³,¦³,15000,220,,0.0,0,,RPROMLLJRHKFFBB87CC
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¤­¸ô31~60¸¹,0.0,,,,1040831,¤g¦a0«Øª«1¨®¦ì1,¥|¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030423,89.86,3,2,2,¦³,µL,µL,15000,167,©Y¹D¥­­±,37.7,0,,RPPNMLMJRHKFFBB67CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï«C®ü¸ô¤G¬q193«Ñ1~30¸¹,21.35,¦í,,,1040825,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,6,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810109,126.56,4,2,2,¦³,µL,¦³,28000,221,¤É­°¾÷±ñ,0.0,0,,RPOOMLMJRHKFFCB77CC
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤¤¿³¸ô¤@¬q271~300¸¹,111.34,¨ä¥L,,,1040827,¤g¦a2«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0621110,134.87,3,2,2,¦³,µL,¦³,20000,148,,0.0,0,,RPOOMLMJRHKFFGL56CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¥Ã¿³µó1891~1920¸¹,29.0,¦í,,,1040801,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0681105,101.44,3,2,2,¦³,µL,¦³,12000,118,,0.0,0,,RPQTMLNJRHKFFBB58DC
¤j¶®°Ï,«Øª«,»O¤¤¥«¤j¶®°Ï¯«ªL«n¸ô43«Ñ61~90¸¹,6.7,¦í,,,1040715,¤g¦a0«Øª«0¨®¦ì0,¤­¼h,5,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830111,29.6,1,0,1,¦³,µL,¦³,3000,101,,0.0,0,,RPPNMLNJRHKFFFL56CC
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°ÏªF©ú¸ô481~510¸¹,95.41,¦í,,,1040824,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0881227,239.55,4,3,3,¦³,µL,µL,28000,117,,0.0,0,¥H¤½ÃÒ®Ñ¥Ó³ø,µL¥t­q¨p«´,RPSNMLNJRHKFFGL07DC
