¶mÂí¥«°Ï,¯²¸î¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¯²¸î¦~¤ë¤é,¯²¸îµ§´É¼Æ,¯²¸î¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,¦³µLªþ³Ã­Ñ,Á`ÃB¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,¯²ª÷Á`ÃB¤¸,³Æµù,½s¸¹
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¦Û¥Ñ¥|¸ô181~210¸¹,429.94,¦í,,,1030223,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,1,¨ä¥L,°Ó·~¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1020429,171.39,0,0,0,µL,µL,µL,50000,292,,0.0,0,,RPWNMLOLKHLFFEE78CC
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¦Û¥Ñ¤T¸ô271~300¸¹,72.13,¦í,,,1050224,¤g¦a1«Øª«2¨®¦ì0,¤@¼h,14,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0840729,339.45,0,0,0,µL,¦³,¦³,65000,191,,0.0,0,1.¥»®×¦³¨â­ÓªùµP¸¹½X2.¯²¸î¼h¦¸¬°¤@¦Ü¤T¼h,RPUOMLPLKHLFFEE78CC
¤T¥Á°Ï,«Øª«,°ª¶¯¥«¤T¥Á°Ï¼öªe¤@µó1~30¸¹,0.0,¦í,,,1050224,¤g¦a0«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,,¿ûµ¬²V¾®¤g¥[±j¿j³y,0571102,49.72,0,0,0,µL,µL,µL,12000,241,,0.0,0,,RPSNMLPLKHLFFDE38CC
©£¤s°Ï,«Øª«,°ª¶¯¥«©£¤s°Ï¬h¾ôªF¸ô1~30¸¹,96.96,¦í,,,1050225,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0950512,122.34,0,0,0,µL,¦³,µL,33000,270,,0.0,0,­ì«Øª«¬O¤j¼Óªº1-2¼Ó,¥u¯²¤@¼Ó¨Ï¥Î¡C¯²ª÷§t¨®¦ì¤ÎºÞ²z¶O¥Î¡C,RPUNMLPLKHLFFFE78CC
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï¤C½å¤@¸ô481~510¸¹,12.73,°Ó,,,1050217,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0981222,212.44,4,2,2,¦³,¦³,¦³,50000,235,,0.0,0,,RPSNMLPLKHLFFBE18CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·s¥ú¸ô1~30¸¹,1.28,¦í,,,1050128,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,37,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0880209,28.26,1,1,1,¦³,µL,¦³,7800,276,,0.0,0,,RPRNMLPLKHLFFCE18CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤¤¤s¤G¸ô181~210¸¹,5.94,°Ó,,,1050223,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000125,76.97999999999999,2,1,1,¦³,¦³,¦³,20000,260,,0.0,0,,RPPOMLQLKHLFFCE18CC
¹ª¤s°Ï,«Øª«,°ª¶¯¥«¹ª¤s°Ï°¨¥d¹D¸ô391~420¸¹,12.61,¦í,,,1050225,¤g¦a0«Øª«1¨®¦ì0,¤­¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941215,94.65,2,1,1,¦³,¦³,µL,12000,127,,0.0,0,,RPPOMLQLKHLFFAE97CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050225,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,µL,2000,,©Y¹D¥­­±,12.65,2000,,RPSNMLQLKHLFFBE28CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050224,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,µL,1800,,©Y¹D¥­­±,12.65,1800,,RPTNMLQLKHLFFBE38CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¦Û±j¤T¸ô20«Ñ1~30¸¹,0.0,°Ó,,,1050225,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,35,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0860421,157.24,2,2,3,¦³,¦³,µL,15000,95,,0.0,0,,RPUNMLQLKHLFFBE48CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¦Û±j¤T¸ô20«Ñ1~30¸¹,0.0,°Ó,,,1050225,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,35,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0860421,166.78,2,2,3,¦³,¦³,µL,15000,90,,0.0,0,,RPVNMLQLKHLFFBE58CC
­d¶®°Ï,¤g¦a,¹L¥Ð¤l¬q901~930¦a¸¹,432.0,¦í,,,1050224,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,¦³,55000,127,,0.0,0,¦a¤Wª«¦³¥¼«O¦sµn°OÅK¥Ö«Î,RPWNMLQLKHLFFBE78DC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤ô·½¸ô127«Ñ1§Ë1~30¸¹,76.39,¦í,,,1050219,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,,¥[±j¿j³y,0670922,92.52,5,2,4,¦³,µL,¦³,15000,162,,0.0,0,,RPTNMLQLKHLFFDE58CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¹©¤O¸ô61~90¸¹,6.42,°Ó,,,1050215,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021023,86.52,2,1,1,¦³,¦³,¦³,19500,225,¤É­°¾÷±ñ,5.93,0,,RPXNMLQLKHLFFDE98CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j¼wµó110«Ñ15§Ë1~30¸¹,104.83,¦í,,,1040203,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010411,220.26,5,2,3,¦³,µL,¦³,30000,136,,0.0,0,,RPPOMLQLKHLFFDE28CC
¥ªÀç°Ï,«Øª«,°ª¶¯¥«¥ªÀç°Ï¥ß¤å¸ô61~90¸¹,0.0,°Ó,,,1050225,¤g¦a0«Øª«1¨®¦ì0,¤Q¤K¼h,19,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0790326,70.15,0,0,0,µL,¦³,µL,11000,157,,0.0,0,,RPUNMLQLKHLFFEE78CC
¥ªÀç°Ï,«Øª«,°ª¶¯¥«¥ªÀç°Ï¥¿¤ßµó61~90¸¹,4.75,¦í,,,1050223,¤g¦a0«Øª«1¨®¦ì0,¤Q¤@¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1001028,64.68,2,2,1,¦³,¦³,¦³,16000,247,,0.0,0,¯²ª÷§tºÞ²z¶O.¨C¦¸¥æ3­Ó¤ë,RPQOMLQLKHLFFEE48CC
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¥ß¤å¸ô61~90¸¹,6.77,¦í,,,1050218,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030327,86.36,2,1,1,¦³,¦³,¦³,20000,232,,0.0,0,,RPOPMLQLKHLFFEE38CC
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï´I¥Á¸ô91~120¸¹,29.35,¨ä¥L,,,1050225,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,8,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0820209,200.81,4,3,3,¦³,¦³,µL,50000,249,,0.0,0,1¦Ü3¼Ó,RPQNMLRLKHLFFEE48CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¥|ºû¤G¸ô91~120¸¹,15.34,°Ó,,,1050203,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0770113,175.45999999999998,3,2,2,¦³,µL,µL,17000,97,,0.0,0,,RPPNMLRLKHLFFBE08CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¥úµØ¤@¸ô91~120¸¹,88.0,°Ó,,,1050206,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0730724,317.4,2,0,4,¦³,µL,µL,40000,126,,0.0,0,,RPQNMLRLKHLFFBE18CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050226,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,µL,1700,,©Y¹D¥­­±,12.65,1700,,RPRNMLRLKHLFFBE28CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050226,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,µL,1500,,©Y¹D¥­­±,14.65,1500,,RPSNMLRLKHLFFBE38CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï©¾§µ¤G¸ô91~120¸¹,112.0,°Ó,,,1050227,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,5,©±­±(©±¾Q),,¿ûµ¬²V¾®¤g³y,0701119,74.42,0,0,0,µL,µL,µL,40000,537,,0.0,0,,RPPNMLTLKHLFFBE28CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050228,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,µL,2000,,©Y¹D¥­­±,14.65,2000,,RPQNMLTLKHLFFBE38CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050225,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,35,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0860421,205.62,1,3,2,¦³,¦³,µL,18000,88,,0.0,0,,RPRNMLTLKHLFFBE48CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¥|ºû¥|¸ô151~180¸¹,67.23,°Ó,,,1050228,¤g¦a3«Øª«1¨®¦ì0,¤@¼h,12,©±­±(©±¾Q),,¿ûµ¬²V¾®¤g³y,0741102,149.54,0,0,0,µL,¦³,µL,49000,328,,0.0,0,,RPSNMLTLKHLFFBE58CC
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°Ï¸Î¸Û¸ô1651~1680¸¹,111.34,°Ó,,,1050216,¤g¦a1«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0970908,411.91,0,0,0,µL,µL,µL,70000,170,,0.0,0,,RPPNMLTLKHLFFAE18CC
¹ª¤s°Ï,«Øª«,°ª¶¯¥«¹ª¤s°Ï¸ÎÂ×µó124«Ñ1~30¸¹,25.48,¦í,,,1050226,¤g¦a0«Øª«1¨®¦ì0,¤T¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0721015,89.22,3,2,2,¦³,µL,µL,11500,129,,0.0,0,,RPQNMLTLKHLFFAE28CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤jÂ×¤G¸ô379«Ñ1~30¸¹,26.15,¦í,,,1050225,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0790319,255.45,5,2,3,¦³,µL,µL,30000,117,,0.0,0,,RPPNMLTLKHLFFDE48CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤ô·½¸ô255«Ñ1~30¸¹,33.33,¦í,,,1050229,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0681012,77.95,3,2,2,¦³,µL,¦³,10000,128,,0.0,0,,RPQNMLTLKHLFFDE58CC
¤T¥Á°Ï,«Øª«,°ª¶¯¥«¤T¥Á°Ï©ú¦N¸ô31~60¸¹,15.83,¦í,,,1050228,¤g¦a0«Øª«1¨®¦ì0,¤­¼h,16,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830502,105.45,3,2,2,¦³,¦³,¦³,15000,142,,0.0,0,,RPSNMLTLKHLFFDE78CC
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¤j¶¶¤@¸ô909«Ñ1~30¸¹,25.42,¦í,,,1050227,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020313,273.76,4,2,2,¦³,¦³,¦³,53000,194,©Y¹D¥­­±,16.6,0,,RPOOMLLJLHLFFAE27CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô312«Ñ31~60¸¹,14.78,°Ó,,,1050229,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0791110,71.94,3,2,2,¦³,µL,µL,9500,132,,0.0,0,,RPSNMLMJLHLFFDE97CC
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï´¿¤l¸ô210«Ñ20§Ë31~60¸¹,146.88,¦í,,,1050301,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¨£¨Ï¥Î°õ·Ó,0890103,359.99,5,2,3,¦³,µL,¦³,28000,78,,0.0,0,,RPUNMLMJLHLFFEE38DC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¸gªZ¸ô95«Ñ1~30¸¹,28.2,¦í,,,1050303,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700504,67.01,3,2,2,¦³,µL,¦³,8000,119,,0.0,0,,RPRNMLNJLHLFFGE38DC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¿³©÷µó31~60¸¹,26.87,¦í,,,1050224,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0820116,159.27,3,2,3,¦³,µL,¦³,20000,126,,0.0,0,,RPVNMLNJLHLFFDE48DC
¿P±_°Ï,¤g¦a,»ñ¶¯¬q61~90¦a¸¹,5069.57,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1050229,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,35000,7,,0.0,0,,RPSNMLNJLHLFFFE28CC
»ñ¤s°Ï,«Øª«,°ª¶¯¥«»ñ¤s°Ï¤­¥Ò¤@¸ô610«Ñ1~30¸¹,11.42,¨ä¥L,,,1050205,¤g¦a0«Øª«1¨®¦ì0,¤K¼h,27,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851203,162.53,4,2,2,¦³,µL,¦³,17000,105,,0.0,0,,RPTNMLNJLHLFFGE48CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·s¥ú¸ô1~30¸¹,5.55,°Ó,,,1050204,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,37,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0880209,139.43,3,2,2,¦³,¦³,¦³,20000,143,,0.0,0,,RPSNMLNJLHLFFCE97CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô1~30¸¹,0.0,,,,1050203,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,¦³,1500,,©Y¹D¥­­±,0.0,0,,RPRNMLNJLHLFFBE77CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,5.41,°Ó,,,1050301,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,35,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860421,126.69,3,2,2,¦³,¦³,¦³,15000,118,,0.0,0,,RPTNMLNJLHLFFBE97CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050303,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,¦³,1700,,©Y¹D¥­­±,12.65,1700,,RPOOMLNJLHLFFBE57CC
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï´_¿³¤@¸ô61~90¸¹,99.0,°Ó,,,1050227,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0660112,351.95,0,0,0,µL,µL,µL,36500,104,,0.0,0,,RPQNMLOJLHLFFBE77CC
·s¿³°Ï,«Øª«,°ª¶¯¥«·s¿³°Ï¤¤¤s¤@¸ô1~30¸¹,0.0,°Ó,,,1050220,¤g¦a0«Øª«2¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,2,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0970509,453.52,0,0,0,µL,µL,µL,190000,419,,0.0,0,°Ó³õ¥X¯²,RPRNMLOJLHLFFBE87CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,6.29,°Ó,,,1050225,¤g¦a1«Øª«1¨®¦ì0,¤Q¤K¼h,35,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860421,161.78,3,2,2,¦³,¦³,¦³,21000,130,,0.0,0,§tºÞ²z¶O,RPUNMLOJLHLFFBE18CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï«Ø°ê¤@¸ô1~30¸¹,454.19,°Ó,,,1050226,¤g¦a0«Øª«2¨®¦ì0,¥þ,2,³z¤Ñ­í,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0971028,537.41,0,0,0,µL,µL,µL,70000,130,,0.0,0,¥»¯²¸î¼Ðªºª«¤G´É¥´³q¡A¦@¦P¨Ï¥Î,RPROMLOJLHLFFBE97CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥««eÂí°Ï¤¤¤s¤G¸ô61~90¸¹,21.97,°Ó,,,1050205,¤g¦a1«Øª«1¨®¦ì1,¤Q¤»¼h,19,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0981224,315.41,4,2,3,¦³,¦³,¦³,55000,174,©Y¹D¥­­±,0.0,0,,RPPNMLOJLHLFFCE77CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤¤¤s¤G¸ô181~210¸¹,7.62,°Ó,,,1050211,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000125,112.78999999999999,2,2,1,¦³,¦³,¦³,22000,195,,0.0,0,,RPQNMLOJLHLFFCE87CC
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°ÏÀs¼w¸ô118«Ñ1~30¸¹,22.51,¦í,,,1050224,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0730214,83.15,3,2,2,¦³,µL,¦³,10000,120,,0.0,0,,RPRNMLOJLHLFFAE77CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¤¤¤s¦è¸ô241~270¸¹,118.0,¤u,,,1050303,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,3,©±­±(©±¾Q),¤u·~¥Î,¥[±j¿j³y,0641027,77.81,0,1,1,¦³,µL,µL,17000,218,,0.0,0,,RPQNMLOJLHLFFGE28CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¤¤¤sªF¸ô211~240¸¹,89.0,¦í,,,1050219,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0661201,185.91,0,0,0,µL,µL,µL,20000,108,,0.0,0,,RPOOMLOJLHLFFGE18CC
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°Ï¬°ÀHªF¸ô66«Ñ31~60¸¹,264.0,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,1050301,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,1,¤u¼t,¤u·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0961219,181.91,0,0,0,µL,µL,¦³,20888,,,0.0,0,,RPQNMLOJLHLFFFE18CC
©£¤s°Ï,¤g¦a,¤j¤½¬q451~480¦a¸¹,1394.0,°Ó,,,1050303,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,250000,179,,0.0,0,C1EF10402090005­ì¹ê»ùµn¿ý§ó§ï¯²¸î´Á¶¡«Øª«Åvª¬µn°O¾÷Ãö¿ì²z¤¤,RPRNMLOJLHLFFFE28CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï©ú¸Û¤@¸ô151~180¸¹,14.78,¦í,,,1050217,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010926,112.74000000000001,3,2,1,¦³,¦³,¦³,17000,151,,0.0,0,§tºÞ²z¶O,RPRNMLOJLHLFFDE08CC
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤g®w¸ô318«Ñ31~60¸¹,71.17,¦í,,,1050226,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¨£¨Ï¥Î°õ·Ó,0911119,171.21,5,2,4,¦³,µL,¦³,25000,146,,0.0,0,,RPXNMLOJLHLFFEE78CC
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤g®w¸ô318«Ñ31~60¸¹,71.17,¦í,,,1050229,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¨£¨Ï¥Î°õ·Ó,0911119,171.21,5,2,4,¦³,µL,¦³,25000,146,,0.0,0,,RPOOMLOJLHLFFEE97CC
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï³Õ·R¤G¸ô631~660¸¹,85.0,¦í,,,1050227,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0741213,40.33,0,0,1,¦³,µL,µL,36000,893,,0.0,0,,RPOOMLRJLHLFFEE28CC
